tensor_path,clip_id,source,piece,condition,seg_index,shape,dtype,sr,ok,split_mode,doppler_sign,speed_pct,snr_db
Decommissioned__21/Decommissioned__21__query__speed_noise__seg18.npy,Decommissioned__21,Decommissioned,query,speed_noise,18,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg19.npy,Decommissioned__21,Decommissioned,query,speed_noise,19,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg20.npy,Decommissioned__21,Decommissioned,query,speed_noise,20,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg21.npy,Decommissioned__21,Decommissioned,query,speed_noise,21,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg22.npy,Decommissioned__21,Decommissioned,query,speed_noise,22,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg23.npy,Decommissioned__21,Decommissioned,query,speed_noise,23,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg24.npy,Decommissioned__21,Decommissioned,query,speed_noise,24,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg25.npy,Decommissioned__21,Decommissioned,query,speed_noise,25,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg26.npy,Decommissioned__21,Decommissioned,query,speed_noise,26,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg27.npy,Decommissioned__21,Decommissioned,query,speed_noise,27,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg28.npy,Decommissioned__21,Decommissioned,query,speed_noise,28,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg29.npy,Decommissioned__21,Decommissioned,query,speed_noise,29,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg30.npy,Decommissioned__21,Decommissioned,query,speed_noise,30,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg31.npy,Decommissioned__21,Decommissioned,query,speed_noise,31,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg32.npy,Decommissioned__21,Decommissioned,query,speed_noise,32,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg33.npy,Decommissioned__21,Decommissioned,query,speed_noise,33,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg34.npy,Decommissioned__21,Decommissioned,query,speed_noise,34,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg35.npy,Decommissioned__21,Decommissioned,query,speed_noise,35,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg36.npy,Decommissioned__21,Decommissioned,query,speed_noise,36,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg37.npy,Decommissioned__21,Decommissioned,query,speed_noise,37,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg38.npy,Decommissioned__21,Decommissioned,query,speed_noise,38,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg39.npy,Decommissioned__21,Decommissioned,query,speed_noise,39,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg40.npy,Decommissioned__21,Decommissioned,query,speed_noise,40,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg41.npy,Decommissioned__21,Decommissioned,query,speed_noise,41,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg42.npy,Decommissioned__21,Decommissioned,query,speed_noise,42,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg43.npy,Decommissioned__21,Decommissioned,query,speed_noise,43,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg44.npy,Decommissioned__21,Decommissioned,query,speed_noise,44,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg45.npy,Decommissioned__21,Decommissioned,query,speed_noise,45,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg46.npy,Decommissioned__21,Decommissioned,query,speed_noise,46,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg47.npy,Decommissioned__21,Decommissioned,query,speed_noise,47,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg48.npy,Decommissioned__21,Decommissioned,query,speed_noise,48,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg49.npy,Decommissioned__21,Decommissioned,query,speed_noise,49,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg50.npy,Decommissioned__21,Decommissioned,query,speed_noise,50,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg51.npy,Decommissioned__21,Decommissioned,query,speed_noise,51,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg52.npy,Decommissioned__21,Decommissioned,query,speed_noise,52,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg53.npy,Decommissioned__21,Decommissioned,query,speed_noise,53,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg54.npy,Decommissioned__21,Decommissioned,query,speed_noise,54,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg55.npy,Decommissioned__21,Decommissioned,query,speed_noise,55,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg56.npy,Decommissioned__21,Decommissioned,query,speed_noise,56,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg57.npy,Decommissioned__21,Decommissioned,query,speed_noise,57,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg58.npy,Decommissioned__21,Decommissioned,query,speed_noise,58,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg59.npy,Decommissioned__21,Decommissioned,query,speed_noise,59,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg60.npy,Decommissioned__21,Decommissioned,query,speed_noise,60,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg61.npy,Decommissioned__21,Decommissioned,query,speed_noise,61,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__21/Decommissioned__21__query__speed_noise__seg62.npy,Decommissioned__21,Decommissioned,query,speed_noise,62,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg00.npy,Decommissioned__3,Decommissioned,gallery,clean,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg01.npy,Decommissioned__3,Decommissioned,gallery,clean,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg02.npy,Decommissioned__3,Decommissioned,gallery,clean,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg03.npy,Decommissioned__3,Decommissioned,gallery,clean,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg04.npy,Decommissioned__3,Decommissioned,gallery,clean,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg05.npy,Decommissioned__3,Decommissioned,gallery,clean,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg06.npy,Decommissioned__3,Decommissioned,gallery,clean,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg07.npy,Decommissioned__3,Decommissioned,gallery,clean,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg08.npy,Decommissioned__3,Decommissioned,gallery,clean,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg09.npy,Decommissioned__3,Decommissioned,gallery,clean,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__gallery__clean__seg10.npy,Decommissioned__3,Decommissioned,gallery,clean,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg00.npy,Decommissioned__3,Decommissioned,query,clean,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg01.npy,Decommissioned__3,Decommissioned,query,clean,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg02.npy,Decommissioned__3,Decommissioned,query,clean,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg03.npy,Decommissioned__3,Decommissioned,query,clean,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg04.npy,Decommissioned__3,Decommissioned,query,clean,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg05.npy,Decommissioned__3,Decommissioned,query,clean,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg06.npy,Decommissioned__3,Decommissioned,query,clean,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg07.npy,Decommissioned__3,Decommissioned,query,clean,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg08.npy,Decommissioned__3,Decommissioned,query,clean,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg09.npy,Decommissioned__3,Decommissioned,query,clean,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__clean__seg10.npy,Decommissioned__3,Decommissioned,query,clean,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg00.npy,Decommissioned__3,Decommissioned,query,noise,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg01.npy,Decommissioned__3,Decommissioned,query,noise,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg02.npy,Decommissioned__3,Decommissioned,query,noise,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg03.npy,Decommissioned__3,Decommissioned,query,noise,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg04.npy,Decommissioned__3,Decommissioned,query,noise,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg05.npy,Decommissioned__3,Decommissioned,query,noise,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg06.npy,Decommissioned__3,Decommissioned,query,noise,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg07.npy,Decommissioned__3,Decommissioned,query,noise,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg08.npy,Decommissioned__3,Decommissioned,query,noise,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg09.npy,Decommissioned__3,Decommissioned,query,noise,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__noise__seg10.npy,Decommissioned__3,Decommissioned,query,noise,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg00.npy,Decommissioned__3,Decommissioned,query,speed,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg01.npy,Decommissioned__3,Decommissioned,query,speed,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg02.npy,Decommissioned__3,Decommissioned,query,speed,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg03.npy,Decommissioned__3,Decommissioned,query,speed,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg04.npy,Decommissioned__3,Decommissioned,query,speed,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg05.npy,Decommissioned__3,Decommissioned,query,speed,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg06.npy,Decommissioned__3,Decommissioned,query,speed,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg07.npy,Decommissioned__3,Decommissioned,query,speed,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg08.npy,Decommissioned__3,Decommissioned,query,speed,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed__seg09.npy,Decommissioned__3,Decommissioned,query,speed,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg00.npy,Decommissioned__3,Decommissioned,query,speed_noise,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg01.npy,Decommissioned__3,Decommissioned,query,speed_noise,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg02.npy,Decommissioned__3,Decommissioned,query,speed_noise,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg03.npy,Decommissioned__3,Decommissioned,query,speed_noise,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg04.npy,Decommissioned__3,Decommissioned,query,speed_noise,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg05.npy,Decommissioned__3,Decommissioned,query,speed_noise,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg06.npy,Decommissioned__3,Decommissioned,query,speed_noise,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg07.npy,Decommissioned__3,Decommissioned,query,speed_noise,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg08.npy,Decommissioned__3,Decommissioned,query,speed_noise,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__3/Decommissioned__3__query__speed_noise__seg09.npy,Decommissioned__3,Decommissioned,query,speed_noise,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg00.npy,Decommissioned__7,Decommissioned,gallery,clean,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg01.npy,Decommissioned__7,Decommissioned,gallery,clean,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg02.npy,Decommissioned__7,Decommissioned,gallery,clean,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg03.npy,Decommissioned__7,Decommissioned,gallery,clean,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg04.npy,Decommissioned__7,Decommissioned,gallery,clean,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg05.npy,Decommissioned__7,Decommissioned,gallery,clean,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg06.npy,Decommissioned__7,Decommissioned,gallery,clean,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg07.npy,Decommissioned__7,Decommissioned,gallery,clean,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg08.npy,Decommissioned__7,Decommissioned,gallery,clean,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg09.npy,Decommissioned__7,Decommissioned,gallery,clean,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg10.npy,Decommissioned__7,Decommissioned,gallery,clean,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__gallery__clean__seg11.npy,Decommissioned__7,Decommissioned,gallery,clean,11,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg00.npy,Decommissioned__7,Decommissioned,query,clean,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg01.npy,Decommissioned__7,Decommissioned,query,clean,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg02.npy,Decommissioned__7,Decommissioned,query,clean,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg03.npy,Decommissioned__7,Decommissioned,query,clean,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg04.npy,Decommissioned__7,Decommissioned,query,clean,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg05.npy,Decommissioned__7,Decommissioned,query,clean,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg06.npy,Decommissioned__7,Decommissioned,query,clean,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg07.npy,Decommissioned__7,Decommissioned,query,clean,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg08.npy,Decommissioned__7,Decommissioned,query,clean,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg09.npy,Decommissioned__7,Decommissioned,query,clean,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg10.npy,Decommissioned__7,Decommissioned,query,clean,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__clean__seg11.npy,Decommissioned__7,Decommissioned,query,clean,11,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg00.npy,Decommissioned__7,Decommissioned,query,noise,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg01.npy,Decommissioned__7,Decommissioned,query,noise,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg02.npy,Decommissioned__7,Decommissioned,query,noise,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg03.npy,Decommissioned__7,Decommissioned,query,noise,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg04.npy,Decommissioned__7,Decommissioned,query,noise,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg05.npy,Decommissioned__7,Decommissioned,query,noise,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg06.npy,Decommissioned__7,Decommissioned,query,noise,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg07.npy,Decommissioned__7,Decommissioned,query,noise,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg08.npy,Decommissioned__7,Decommissioned,query,noise,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg09.npy,Decommissioned__7,Decommissioned,query,noise,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg10.npy,Decommissioned__7,Decommissioned,query,noise,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__noise__seg11.npy,Decommissioned__7,Decommissioned,query,noise,11,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg00.npy,Decommissioned__7,Decommissioned,query,speed,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg01.npy,Decommissioned__7,Decommissioned,query,speed,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg02.npy,Decommissioned__7,Decommissioned,query,speed,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg03.npy,Decommissioned__7,Decommissioned,query,speed,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg04.npy,Decommissioned__7,Decommissioned,query,speed,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg05.npy,Decommissioned__7,Decommissioned,query,speed,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg06.npy,Decommissioned__7,Decommissioned,query,speed,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg07.npy,Decommissioned__7,Decommissioned,query,speed,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg08.npy,Decommissioned__7,Decommissioned,query,speed,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg09.npy,Decommissioned__7,Decommissioned,query,speed,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg10.npy,Decommissioned__7,Decommissioned,query,speed,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed__seg11.npy,Decommissioned__7,Decommissioned,query,speed,11,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg00.npy,Decommissioned__7,Decommissioned,query,speed_noise,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg01.npy,Decommissioned__7,Decommissioned,query,speed_noise,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg02.npy,Decommissioned__7,Decommissioned,query,speed_noise,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg03.npy,Decommissioned__7,Decommissioned,query,speed_noise,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg04.npy,Decommissioned__7,Decommissioned,query,speed_noise,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg05.npy,Decommissioned__7,Decommissioned,query,speed_noise,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg06.npy,Decommissioned__7,Decommissioned,query,speed_noise,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg07.npy,Decommissioned__7,Decommissioned,query,speed_noise,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg08.npy,Decommissioned__7,Decommissioned,query,speed_noise,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg09.npy,Decommissioned__7,Decommissioned,query,speed_noise,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg10.npy,Decommissioned__7,Decommissioned,query,speed_noise,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__7/Decommissioned__7__query__speed_noise__seg11.npy,Decommissioned__7,Decommissioned,query,speed_noise,11,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg00.npy,Decommissioned__8,Decommissioned,gallery,clean,0,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg01.npy,Decommissioned__8,Decommissioned,gallery,clean,1,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg02.npy,Decommissioned__8,Decommissioned,gallery,clean,2,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg03.npy,Decommissioned__8,Decommissioned,gallery,clean,3,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg04.npy,Decommissioned__8,Decommissioned,gallery,clean,4,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg05.npy,Decommissioned__8,Decommissioned,gallery,clean,5,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg06.npy,Decommissioned__8,Decommissioned,gallery,clean,6,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg07.npy,Decommissioned__8,Decommissioned,gallery,clean,7,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg08.npy,Decommissioned__8,Decommissioned,gallery,clean,8,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg09.npy,Decommissioned__8,Decommissioned,gallery,clean,9,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg10.npy,Decommissioned__8,Decommissioned,gallery,clean,10,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg11.npy,Decommissioned__8,Decommissioned,gallery,clean,11,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg12.npy,Decommissioned__8,Decommissioned,gallery,clean,12,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg13.npy,Decommissioned__8,Decommissioned,gallery,clean,13,"(1, 1, 40000)",float32,8000,1,,,,
Decommissioned__8/Decommissioned__8__gallery__clean__seg14.npy,Decommissioned__8,Decommissioned,gallery,clean,14,"(1, 1, 40000)",float32,8000,1,,,,
